2022-09-28 06:20:00,1
2022-09-28 07:20:00,1
2022-09-28 07:40:00,3
2022-09-28 07:50:00,1
2022-09-28 08:00:00,1
2022-09-28 08:05:00,1
2022-09-28 08:25:00,1
2022-09-28 08:35:00,2
2022-09-28 08:45:00,1
2022-09-28 09:15:00,1
2022-09-28 09:20:00,1
2022-09-28 09:30:00,2
2022-09-28 09:35:00,1
2022-09-28 09:45:00,1
2022-09-28 09:50:00,1
2022-09-28 09:55:00,2
2022-09-28 09:55:00,1
2022-09-28 10:00:00,3
2022-09-28 10:05:00,2
2022-09-28 10:15:00,2
2022-09-28 10:20:00,1
2022-09-28 10:30:00,1
2022-09-28 10:35:00,2
2022-09-28 10:45:00,1
2022-09-28 10:50:00,2
2022-09-28 11:00:00,1
2022-09-28 11:05:00,3
2022-09-28 11:10:00,1
2022-09-28 11:20:00,1
2022-09-28 11:30:00,1
2022-09-28 11:45:00,2
2022-09-28 11:50:00,1
2022-09-28 11:55:00,1
2022-09-28 11:55:00,1
2022-09-28 12:00:00,1
2022-09-28 12:10:00,1
2022-09-28 12:20:00,1
2022-09-28 12:25:00,5
2022-09-28 12:30:00,1
2022-09-28 12:40:00,1
2022-09-28 12:45:00,1
2022-09-28 12:50:00,2
2022-09-28 12:55:00,4
2022-09-28 13:00:00,3
2022-09-28 13:05:00,2
2022-09-28 13:10:00,2
2022-09-28 13:15:00,1
2022-09-28 13:30:00,1
2022-09-28 13:40:00,3
2022-09-28 13:45:00,3
2022-09-28 13:50:00,1
2022-09-28 13:55:00,3
2022-09-28 14:05:00,2
2022-09-28 14:15:00,1
2022-09-28 14:20:00,2
2022-09-28 14:25:00,3
2022-09-28 14:30:00,2
2022-09-28 14:40:00,3
2022-09-28 14:45:00,1
2022-09-28 14:55:00,3
2022-09-28 14:55:00,1
2022-09-28 15:00:00,1
2022-09-28 15:05:00,1
2022-09-28 15:10:00,3
2022-09-28 15:20:00,1
2022-09-28 15:35:00,1
2022-09-28 15:45:00,1
2022-09-28 15:50:00,1
2022-09-28 15:55:00,1
2022-09-28 16:00:00,2
2022-09-28 16:15:00,1
2022-09-28 16:45:00,1
2022-09-28 16:50:00,2
2022-09-28 16:55:00,1
2022-09-28 17:00:00,1
2022-09-28 17:20:00,1
2022-09-28 17:25:00,2
2022-09-28 17:50:00,1
2022-09-28 17:55:00,1
2022-09-28 18:05:00,2
2022-09-28 18:30:00,1
2022-09-28 18:35:00,1
2022-09-28 18:40:00,1
2022-09-28 19:05:00,1
2022-09-29 09:35:00,1
2022-09-29 09:40:00,1
2022-09-29 09:45:00,1
2022-09-29 10:05:00,2
2022-09-29 10:20:00,1
2022-09-29 10:25:00,2
2022-09-29 10:30:00,1
2022-09-29 10:35:00,2
2022-09-29 10:40:00,2
2022-09-29 10:45:00,3
2022-09-29 10:50:00,1
2022-09-29 10:55:00,1
2022-09-29 10:55:00,1
2022-09-29 11:00:00,3
2022-09-29 11:05:00,1
2022-09-29 11:10:00,1
2022-09-29 11:15:00,1
2022-09-29 11:20:00,1
2022-09-29 11:25:00,3
2022-09-29 11:30:00,1
2022-09-29 11:45:00,1
2022-09-29 11:50:00,1
2022-09-29 11:55:00,1
2022-09-29 11:55:00,1
2022-09-29 12:00:00,1
2022-09-29 12:05:00,4
2022-09-29 12:10:00,4
2022-09-29 12:15:00,1
2022-09-29 12:20:00,1
2022-09-29 12:25:00,2
2022-09-29 12:30:00,2
2022-09-29 12:35:00,1
2022-09-29 12:40:00,2
2022-09-29 12:45:00,2
2022-09-29 12:50:00,1
2022-09-29 12:55:00,3
2022-09-29 12:55:00,1
2022-09-29 13:00:00,1
2022-09-29 13:05:00,6
2022-09-29 13:15:00,1
2022-09-29 13:25:00,2
2022-09-29 13:35:00,1
2022-09-29 13:40:00,1
2022-09-29 13:45:00,1
2022-09-29 13:50:00,2
2022-09-29 13:55:00,1
2022-09-29 14:00:00,2
2022-09-29 14:05:00,1
2022-09-29 14:10:00,1
2022-09-29 14:15:00,2
2022-09-29 14:20:00,1
2022-09-29 14:25:00,1
2022-09-29 14:30:00,2
2022-09-29 14:45:00,2
2022-09-29 14:50:00,2
2022-09-29 14:55:00,1
2022-09-29 15:00:00,1
2022-09-29 15:10:00,2
2022-09-29 15:25:00,5
2022-09-29 15:40:00,1
2022-09-29 15:45:00,1
2022-09-29 15:50:00,1
2022-09-29 15:55:00,2
2022-09-29 15:55:00,1
2022-09-29 16:10:00,1
2022-09-29 16:15:00,1
2022-09-29 16:25:00,2
2022-09-29 16:45:00,1
2022-09-29 16:50:00,1
2022-09-29 17:00:00,1
2022-09-29 17:20:00,1
2022-09-29 17:45:00,1
2022-09-29 18:25:00,2
2022-09-29 18:30:00,1
2022-09-29 19:30:00,1
2022-09-29 19:35:00,1
2022-09-29 19:40:00,1
2022-09-29 19:50:00,1
2022-09-29 20:50:00,1
2022-09-29 21:25:00,1
