2022-09-28 01:10:00,1
2022-09-28 03:30:00,1
2022-09-28 07:25:00,1
2022-09-28 07:50:00,2
2022-09-28 08:20:00,1
2022-09-28 09:20:00,1
2022-09-28 09:50:00,1
2022-09-28 09:55:00,2
2022-09-28 09:55:00,2
2022-09-28 10:05:00,1
2022-09-28 10:20:00,1
2022-09-28 10:40:00,2
2022-09-28 10:50:00,4
2022-09-28 11:00:00,1
2022-09-28 11:05:00,1
2022-09-28 11:20:00,4
2022-09-28 11:30:00,1
2022-09-28 11:35:00,4
2022-09-28 11:50:00,1
2022-09-28 12:00:00,1
2022-09-28 12:05:00,2
2022-09-28 12:15:00,1
2022-09-28 12:20:00,1
2022-09-28 12:25:00,4
2022-09-28 12:35:00,4
2022-09-28 12:40:00,2
2022-09-28 12:45:00,2
2022-09-28 12:55:00,1
2022-09-28 13:00:00,5
2022-09-28 13:05:00,2
2022-09-28 13:10:00,1
2022-09-28 13:15:00,2
2022-09-28 13:20:00,1
2022-09-28 13:25:00,2
2022-09-28 13:30:00,3
2022-09-28 13:40:00,2
2022-09-28 13:45:00,2
2022-09-28 13:50:00,1
2022-09-28 14:00:00,3
2022-09-28 14:20:00,2
2022-09-28 14:25:00,1
2022-09-28 14:35:00,1
2022-09-28 14:40:00,2
2022-09-28 14:45:00,2
2022-09-28 14:50:00,2
2022-09-28 14:55:00,1
2022-09-28 14:55:00,1
2022-09-28 15:05:00,2
2022-09-28 15:10:00,2
2022-09-28 15:15:00,3
2022-09-28 15:20:00,1
2022-09-28 15:35:00,2
2022-09-28 15:45:00,1
2022-09-28 15:50:00,2
2022-09-28 16:00:00,2
2022-09-28 16:10:00,1
2022-09-28 16:20:00,1
2022-09-28 16:35:00,1
2022-09-28 16:40:00,1
2022-09-28 16:45:00,2
2022-09-28 16:50:00,2
2022-09-28 17:05:00,1
2022-09-28 17:15:00,1
2022-09-28 17:20:00,1
2022-09-28 17:25:00,1
2022-09-28 17:35:00,1
2022-09-28 17:50:00,1
2022-09-28 18:05:00,2
2022-09-28 18:10:00,1
2022-09-28 18:15:00,1
2022-09-28 18:20:00,2
2022-09-29 10:05:00,1
2022-09-29 10:25:00,3
2022-09-29 10:30:00,1
2022-09-29 10:35:00,2
2022-09-29 10:40:00,1
2022-09-29 10:45:00,2
2022-09-29 10:55:00,2
2022-09-29 11:00:00,2
2022-09-29 11:05:00,2
2022-09-29 11:20:00,2
2022-09-29 11:30:00,2
2022-09-29 11:50:00,3
2022-09-29 12:05:00,3
2022-09-29 12:15:00,2
2022-09-29 12:25:00,4
2022-09-29 12:30:00,7
2022-09-29 12:35:00,1
2022-09-29 12:55:00,2
2022-09-29 12:55:00,1
2022-09-29 13:00:00,3
2022-09-29 13:05:00,1
2022-09-29 13:10:00,3
2022-09-29 13:15:00,4
2022-09-29 13:20:00,2
2022-09-29 13:30:00,1
2022-09-29 13:40:00,1
2022-09-29 13:45:00,2
2022-09-29 13:55:00,3
2022-09-29 14:00:00,3
2022-09-29 14:15:00,2
2022-09-29 14:20:00,2
2022-09-29 14:25:00,1
2022-09-29 14:30:00,1
2022-09-29 14:35:00,1
2022-09-29 14:45:00,1
2022-09-29 14:50:00,2
2022-09-29 15:00:00,1
2022-09-29 15:05:00,1
2022-09-29 15:10:00,1
2022-09-29 15:20:00,2
2022-09-29 15:25:00,2
2022-09-29 15:30:00,1
2022-09-29 15:35:00,2
2022-09-29 15:40:00,3
2022-09-29 15:45:00,2
2022-09-29 15:50:00,2
2022-09-29 15:55:00,1
2022-09-29 16:00:00,1
2022-09-29 16:10:00,3
2022-09-29 16:15:00,1
2022-09-29 16:25:00,4
2022-09-29 16:30:00,1
2022-09-29 16:35:00,2
2022-09-29 16:40:00,3
2022-09-29 16:45:00,1
2022-09-29 16:50:00,1
2022-09-29 17:20:00,1
2022-09-29 17:35:00,2
2022-09-29 17:40:00,1
2022-09-29 18:00:00,1
2022-09-29 18:40:00,1
2022-09-29 19:15:00,1
2022-09-29 19:25:00,1
2022-09-29 19:30:00,1
2022-09-29 19:35:00,1
2022-09-29 19:40:00,2
2022-09-29 21:10:00,1
2022-09-29 21:40:00,1
